,title,content,publication,label
250,"This Election is Not About Trump, Its about a Giant Middle Finger to Washington DC.","Does anyone like Trump as a person ? The answer in No. It's not about that, it never was. This is about a giant middle finder to the DC Establishment. As a Citizen we only have one way to express our displeasure with DC. We are as divided as I've ever seen. This is not acceptable. If young people can't open businesses we have failed them. They can't. Trump is a tool we need for real change. He blew up the GOP. Our friends on the other side wanted Bernie. But, it was rigged against Bernie. Now you are going to support the very person who rigged your Primary. You almost blew up the DNC, but the job is not complete. We can not hand this crap to our younger generation. We will not. Only a billionaire can get this far on his own. He will be checked by Congress. Join us in giving the middle finger to the slave masters controlling our future. This Country belongs to us. Not a handful of wealthy families. This isn't about Trump. He's a tool in more ways than one. This is about cutting restraints and letting the American People go. At least, that's the way I see it.",abovetopsecret,fake
251,BBC: Nato sends a message to Russia,"link The simple fact is that this is not a Cold War Mark II - far from it. Russia with its declining economy is nothing like the Soviet Union, which aspired to establish a different world order to that pursued by the capitalist West. Russia is in many ways a weak country. Its leadership has a strong sense of encirclement - a view that the West is only eager to do it down - and, rightly or wrongly, this is driving Mr Putin's more assertive approach. SOURCE The article linked above is the most chilling piece I've read yet concerning the current tensions with Russia. The fact it was published by the BBC doesn't help. The article should put to rest a lot of the counter-arguments in recent WW3 threads. That is not good news. The situation is clearly worse than we're being told. edit on 27-10-2016 by Profusion because: (no reason given)",abovetopsecret,fake
252,"Lasers, they are truly upon US.","link So we have laser defense systems being used by the US Navy... Ponce became the testbed platform for the Laser Weapon System (LaWS), with installation of a prototype weapon system for field testing in August 2014.[29][30][31] In December 2014 the United States Navy reported the LaWS system works perfectly, and that the commander of Ponce is authorized to use the system as a defensive weapon.[32] On 9 December 2014, the U.S. Navy released video footage of the LaWS in operation.[33] The exact level of power the LaWS will use is unknown but estimated between 15–50 kW for engaging drones, small aircraft and high-speed boats.[34] Ponce was deployed to the Persian Gulf in late August 2014.[35][36] The LaWS will remain in use on Ponce as long as it is at sea, potentially into 2017.[37] USS Ponce (LPD-15) The US Army has them and they will be fielded... The Army and General Dynamics Land Systems are developing a Stryker-mounted laser weapon aimed at better arming the vehicle to incinerate enemy drones or threatening ground targets. Concept vehicles are now being engineered and tested at the Army’s Ft. Sill artillery headquarters as a way to quickly develop the weapon for operational service. During a test this past April, the laser weapons successful shot down 21 out of 23 enemy drone targets. The effort marks the first-ever integration of an Army laser weapon onto a combat vehicle. Stryker mounted laser Boeing’s High Energy Laser Mobile Demonstrator (HEL MD) team has used a solid state laser to destroy mortars and unmanned aerial vehicles (UAVs). A laser destroys targets with pinpoint precision within seconds of acquisition, then acquires the next target and keeps firing. In recent demonstrations, HEL MD used a 10-kilowatt, high energy laser installed on an Oshkosh tactical military vehicle. The demonstrator is the first mobile, high-energy laser, counter rocket, artillery and mortar (C-RAM) platform to be built and demonstrated by the U.S. Army. Source w/video And now after the Air Force originally called lasers off, they've gone and called the game back on. After the success of the Navy and the Army. The contract, which was awarded by the Air Force Research Laboratory (AFRL) on 23 August, is for the Self-Protect High Energy Laser Demonstrator (SHiELD) Turret Research in Aero-Effects (STRAFE) programme. It is intended that the SHiELD pod would better enable the USAF's fourth-generation fighter fleet, such as the Boeing F-15 Eagle and Lockheed Martin F-16 Fighting Falcon, to survive in contested airspace. The fifth-generation Lockheed Martin F-22 Raptor and F-35 Lightning II would probably not carry the pod, as it would negate their stealth characteristics. Lasers are upon on the USA. They have permeated every aspect of our military. Can anyone else say that?",abovetopsecret,fake
253,Ice Cube: Trump America loves -Hill called us superpreditors -The Bern whatve you done,"link For your enjoyment a very short vid with Ice-Cube talking about the only 3 people in the US capable of taking on the POTUS role. I agree with him. Well, everything except the boss thing. And he makes a some good points in a very short time. In my opinion he should be the next debate commentator. But a month ago it was a different story. While it isn't a ringing endorsement of Trump, he fared much better than the other 2. edit on 27-10-2016 by seasonal because: (no reason given)",abovetopsecret,fake
254,Erica Garner blasts Clinton campaign over discussions staffers had about Eric Garner,"Erica Garner blasts Clinton campaign over discussions staffers had about Eric Garner page: 1 One Podesta email has Clinton Campaign people discussing the death of Eric Garner in ways his Daughter Erica dislikes. She went on Twitter and gave them a piece of her mind. Seems they saw a newspaper story that may have been interpreted as a liability. This exposure could hurt the Campaign. The whole Campaign is based on political profits and losses, not Human dignity. Erica Garner blasts Clinton campaign over discussions staffers had about her father’s death in WikiLeaks emails Erica Garner, the daughter of police chokehold victim Eric Garner, ripped the Hillary Clinton campaign in a series of tweets Thursday after new campaign emails released by WikiLeaks showed how the Democratic nominee's staffers discussed the death of her father. “I’m troubled by the revelation that you and this campaign actually discussed ‘using’ Eric Garner … Why would you want to ‘use my dad?” Garner tweeted along with a link to emails released by WikiLeaks. “These people will co opt anything to push their agenda. Police violence is not the same as gun violence. “I'm vey (sic) interested to know exactly what @CoreyCiorciari meant when he said ‘I know we have an Erica Garner problem’ in the #PodestaEmails19,” added Garner. “I know we have Erica Garner issues but we don't want to mention Eric at all? I can see her coming after us for leaving him out of the piece,” Clinton’s traveling press secretary Nick Merrill wrote in a March 17 email. edit on Oct-27-2016 by xuenchen because: politicalmoneyisntgreen",abovetopsecret,fake
255,Homeless TRUMP Supporter Guards Donald Trump's Star on Hollywood Blvd,"Homeless TRUMP Supporter Guards Donald Trump’s Star on Hollywood Blvd page: 1 On Wednesday a violent leftist smashed Donald Trump’s star on the Hollywood Walk of Fame. The culprits used a sledgehammer to destroy Donald’s star. The person who was watching Trumps star had an anti-immigration sign and is pro-trump. Later another homeless man took up the watch to keep Trumps star on Hollywood BLVD safe. From the video it looks like the star had already been replaced. Could this be a plant? And has Trump secured the homeless vote? Everybody's looking for a gimmick, and their 15 minutes of fame. Sad, really. Really sad. Maybe he wants a home. Another stinkin' deplorable. link Ill bet Hillary laughs at him because he is homeless and like Trump. I would give him money if I lived there. The violent destructive liberals just cant stop stealing signs, spray painting buildings and now vandalizing a sidewalk, wow but not surprised, the liberals have been so dirty not only Hillary and her supporters but her whole entourage that it makes this years election a new low in lows and sets a really bad example for the next election.",abovetopsecret,fake
256,Scientists say weird signals from space are 'probably' aliens,"Scientists say weird signals from space are ‘probably’ aliens A team of astronomers believes that strange signals emanating from a cluster of stars are actually aliens trying to tell the universe they exist. The study, which appeared in the Publications of the Astronomical Society of the Pacific, analyzed the odd beams of light from 234 stars — a fraction of the 2.5 million that were observed. The bizarre beacons led the paper’s authors, Ermanno F. Borra and Eric Trottier from Laval University in Quebec, to conclude that it’s “probably” aliens. “We find that the detected signals have exactly the shape of an [extraterrestrial intelligence] signal predicted in the previous publication and are therefore in agreement with this hypothesis,” wrote Borra and Trottier. They also note that their findings align with the Extraterrestrial Intelligence (ETI) hypothesis, since the mysterious activity only occurred in a tiny fraction of stars. The hypothesis also suggests that an intelligent life force would use a more sophisticated optical beacon than, say, radio waves to reveal its existence. Click link for article... **MODS - If this is a duplicate please delete / and or lock ** So apparently signals detected from 230+ stars are fitting the hypothesized parameters established for extraterrestrial intelligence. The stars in question also fit the hypothesized parameters for supporting life. Since only a small amount of stars in the area being looked at are fitting the parameters they are using that as further evidence in support of their claims. Thoughts?",abovetopsecret,fake
257,Can normal transistors act like a qubit?,"Can normal transistors act like a qubit? page: 1 link Hi. I guess I have a question relating to quantum computing. Since qubits are what makes up quantum computers... That being a qubits can act like a transistor that can be either on, off, or both on and off at the same time. In usual computing... Transistors are either on or off. In quantum they can be both on and off at the same time... The question I have is simply this. Is it possible to make a transistor that can act as on, off, and on and off at the same time... Even if you had to add an extra layer of circuitry to get that same reading from that single transistor? I mean. A normal transistor operate that if it gets no voltage or low voltage then the transistor is in an off state. If it gets a certain voltage it is in an on state. Couldn't you make the voltage extra high to get a both on/off at the same time state? Or half voltage to get the same on/off state at the same time to essentially create a fake qubit scenario? There might have to be additional transistors to help make sure of that determination of a transistor appearing in an on/off state but couldn't it be possible? Perhaps a circuit of transistors could determine whether the proceeding transistor should act as both on/off by checking the voltage some how? Idk... Please answer me like I'm a drunk stupid idiot. Perhaps laymen terms? I can be quite the idiot sometimes. Thanks for hearing me out. I'm currently drunk and just pondering things link a reply to: DaRAGE I'm sure we could do weird stuff with circuitry to store more than one bit of data in the circuit, but that doesn't really give an advantage over just storing more bits with our conventional technology (which has been highly refined). The advantage of the qbit isn't really that it stores more information, it's that it can be used to process more information at the same time. Quantum + computing = quantum computing The key features of an ordinary computer—bits, registers, logic gates, algorithms, and so on—have analogous features in a quantum computer. Instead of bits, a quantum computer has quantum bits or qubits, which work in a particularly intriguing way. Where a bit can store either a zero or a 1, a qubit can store a zero, a one, both zero and one, or an infinite number of values in between—and be in multiple states (store multiple values) at the same time! If that sounds confusing, think back to light being a particle and a wave at the same time, Schrödinger's cat being alive and dead, or a car being a bicycle and a bus. A gentler way to think of the numbers qubits store is through the physics concept of superposition (where two waves add to make a third one that contains both of the originals). If you blow on something like a flute, the pipe fills up with a standing wave: a wave made up of a fundamental frequency (the basic note you're playing) and lots of overtones or harmonics (higher-frequency multiples of the fundamental). The wave inside the pipe contains all these waves simultaneously: they're added together to make a combined wave that includes them all. Qubits use superposition to represent multiple states (multiple numeric values) simultaneously in a similar way. Just as a quantum computer can store multiple numbers at once, so it can process them simultaneously. Instead of working in serial (doing a series of things one at a time in a sequence), it can work in parallel (doing multiple things at the same time). Only when you try to find out what state it's actually in at any given moment (by measuring it, in other words) does it ""collapse"" into one of its possible states—and that gives you the answer to your problem. Estimates suggest a quantum computer's ability to work in parallel would make it millions of times faster than any conventional computer... if only we could build it! So how would we do that? explainthatstuff.com If I understand correctly, a quantum computer will just be a smaller, more energy efficient version of a massive parallel computer.",abovetopsecret,fake
258,Podesta relative earned six-figure fees lobbying Clintons State Dept. during his tenure there,"This is how it works in the Clinton Cabal...or is it the Mainstream Mafia. 1) Qatar supports ISIS (just by the way) 2) Qatar wants to buy advanced U.S. missile defence systems, Apache attack helicopters and other military materiel 3) Ratheon (a big defence contractor) wants to sell said U.S. Military goods to Qatar 4) These kinds of foreign military sales have to be approved by the State Department 5) Hillary becomes Secretary of State 6) Hillary has a ""Charitable Foundation"" 7) Hillary has a former POTUS as her spouse 8) Hillary has a network of aides, confidants, bundlers and fundraisers at her beck and call (all part of the Clinton Organized Crime Family) 9) John Podesta (at that time)...yeah the same John Podesta who is having all of his emails released right now... held dual titles at the State Department: as a ""senior advisor"", and as a member of a foreign policy advisory board Secretary Clinton created. 10) Ratheon hires John Podesta's sister-in-law (Heather Podesta), along with John Merrigan and Matt Bernstein (both major donors or bundlers to Hillary Clinton’s 2008 and 2016 campaigns). This guaranteed them access to Hillary Clinton. 11) Qatar, meanwhile, donated millions to the Clinton Foundation. They hired Bill Clinton to make 2 speeches that paid him between $500,000 and $1 million dollars. They gave Slick Willy another $1 million as a birthday gift...aaahhh, isn't that sweet? 12) The $19 billion dollar sale from Ratheon to Qatar was...wait for it - approved by Hillary Clinton! Yeah!! 13) Heather Podesta, John Merrigan and Matt Berstein were paid $460,000 in Lobbying Fees by Ratheon 14) Hillary Clinton left the State Department 15) Ratheon released Podesta, Merrigan and Bernstein...as they no longer had direct and personal access to the Secretary of State. This is how it is done folks. This is pay-for-play. The ISIS supporting nation of Qatar gets advanced U.S. Military gear, the Clintons, the Podestas, and assorted others in the Clinton Crime Family get rich(er). There are still a lot of Americans who need to wake up, pay attention, and then make the right decision on November 8th.",abovetopsecret,fake
259,A Tale Of Two Cities: Mosul And Aleppo,"By Brandon Turbeville Over the past few days, the Western corporate press has kicked into overdrive with reports of hospital bombings, dead civilians, and war... ",activistpost,fake
260,New Alaska Law Taking First Step Against Common Core,"By Mike Maharrey Today, a new law allowing parents to opt their children out of standardized testing in Alaska goes into effect. The new statute gives... ",activistpost,fake
261,Military Veteran Bonus Scandal Might Be Much Worse Than Initially Reported,"By Everett Numbers The Pentagon and Congress are both promising quick fixes to the scandal surrounding excessive National Guard bonus payments to soldiers. However, the... ",activistpost,fake
262,"NATO, US, And UK Assemble Largest Troop Buildup On Russian Border Since Cold War","By John Vibes
In the midst of deepening tension between US allies NATO and Russia, NATO is planning the largest military buildup along the Russian border since the cold war.
NATO called on allied governments this week to contribute whatever troops and equipment they can to the effort. According to Reuters , thousands of troops are expected to arrive in the coming days and weeks.
It was reported that Italy, France, Denmark and other European states are expected to join the NATO military divisions that will be led by the United States along Russia’s border.
On Wednesday, Britain announced it is sending hundreds of soldiers and hardware to Russia’s borders as part of a huge military deployment.
A total of 800 troops, drones and tanks are moving to Estonia as part of the biggest military build-up of NATO troops on Russia’s borders since the Cold War.
In addition to the forces allocated for his specific operation, NATO has an army of over 40,000 ready to be called up to fight at any time.
The US military claims that this threatening move is meant to act as a “deterrent” to the Russian military, but this is obvious a move that will escalate tensions and push towards a possible third world war.
“This is a credible deterrence, not to provoke a conflict but to prevent conflict,” NATO Secretary-General Jens Stoltenberg said on Tuesday — ironically ignoring the fact that it is a de facto provocation.
Just imagine what would happen if Russian troops amassed along the Mexican border and told the US that this move was to ‘prevent conflict.’
The so-called Iskander-M cruise missiles can hit targets across Poland and the Baltics, although NATO officials declined to say if Russia had moved nuclear warheads to Kaliningrad.
The United States’ envoy to NATO, Douglas Lute, told reporters that NATO and the US military may consider Russia a threat if they had nuclear weapons within range of NATO’s deployment. This statement is insane considering the fact that the US military is the one that is many miles from home on the border of someone else’s lands.
“This deployment, if it becomes permanent if the presence of nuclear weapons were confirmed, would be a change in (Russia’s) security posture,” Lute said.
If anyone is a threat, it is NATO and the US government.
These military tensions are the result of an ongoing proxy war in Syria, in which Western powers are attempting to institute a regime change in the country by funding violent rebel groups. Meanwhile, Russia has interests in keeping their allies in the Syrian government in control, putting the two superpowers at odds.
Until now, Russia and the US have been fighting through third parties, just as they had during the previous Cold War, and the same type of situation is developing today.
John Vibes is an author and researcher who organizes a number of large events including the Free Your Mind Conference. He also has a publishing company where he offers a censorship free platform for both fiction and non-fiction writers. John writes for TheFreeThoughtProject.com , where this article first appeared . You can contact him and stay connected to his work at his Facebook page. John is currently battling cancer naturally , without any chemo or radiation, and will be working to help others through his experience, if you wish to contribute to his treatments please donate here . Activist Post Daily Newsletter Subscription is FREE and CONFIDENTIAL Free Report: 10 Ways to Survive the Economic Collapse with subscription",activistpost,fake
263,Destruction of US Abrams Tank: Mosul Offensive Good for General Dynamics,"By Kurt Nimmo, Blacklisted News
In the video below the “folk hero” of the Iraqi Counter-Terror Services and regular Iraqi army takes a direct hit in the battle for Mosul.
The destruction of an Abrams tank by a Russian ATGM Kornet missile is good news if you’re a stockholder in General Dynamics Land Systems, formerly Chrysler Defense.
General Dynamics makes the Abrams battle tank.
Each one costs $9 million.
The US will simply ship another tank to replace the one destroyed along with its presumed Iraqi crew. Iraqi lives are a cheap commodity, so it will not be a problem to find another expendable tank crew.
Back in 2012 former Army Chief of Staff Gen. Raymond Odierno testified to Congress that the Army has more than enough tanks. He suggested the line at General Dynamics be shut down temporarily. “Our tank fleet is two and a half years old on average now. We’re in good shape and these are additional tanks that we don’t need,” he said.
Congress budgeted more money for new tanks anyway. Rep. Mac Thornberry, a Texas Republican and chairman of the House Armed Services Committee, said more tanks were needed in Europe to confront Vladimir Putin.
Military readiness is a “consumable,” said Maj. Gen. Thomas A. Horlander, the Army’s budget director. Military hardware is “cumulative,” according to the Pentagon.
On Tuesday General Dynamics stock opened at $151.21 and closed at $152.59. Last week the corporation was awarded a $170 million contract for an air-to-ground rocket system. Earlier this month General Dynamics was awarded a $900 million contract over five years to provide engineering and technical services for major weapon systems, program technical assistance, support systems requirements and assist with production decision-making and program controls, according to MarketWatch .
The United States is the largest producer and exporter of weapons in the world. The US armed forces budget topped out over $600 billion in 2015.
U.S. Military Budgets 1948-2015
Obama FY2010-15 $663.4 billion per year Bush Jr FY2002-09* $634.9",activistpost,fake
264,A Conundrum of the Current Political Season,Op-Ed by Laraine C. Abbey The political story of our time is less about Hillary or Trump than what many believe is the destruction of... ,activistpost,fake
265,Liberty or State Control? You Decide,Op-Ed by Laraine C. Abbey President Obama’s statement “giving up some freedom in exchange for security” [1] was a lance through my heart. Give up... ,activistpost,fake
266,Snowden: “Journalists Are a Threatened Class” in Era of Mass Surveillance,"By Nika Knight Whistleblower Edward Snowden warned a group of European reporters Wednesday that in the era of mass surveillance, journalists are increasingly a threatened... ",activistpost,fake
267,We Now Have Proof Obamacare Was Designed to Fail… and Here’s Why,"By Melissa Dykes The oligarchy runs our society with Problem – Reaction – Solution. If anything, these leaks have proven beyond a shadow of a... ",activistpost,fake
268,No-Fly Zone Declared as Militarized Police Prep for Assault on “Front-Line Camp” at Standing Rock,"By Jay Syrmopoulos Pipeline opponents attempting to protect their water supply from the Dakota Access oil pipeline (DAPL), as well as prevent the continued destruction... ",activistpost,fake
269,Anonymity: The Greatest Weapon Against Oppression,"By Learn Liberty “Anonymity is a shield from the tyranny of the majority” – Justice Paul Stevens. When we think of anonymity on the internet,... ",activistpost,fake
270,U.S. Takes A Stab At A No Fly Zone In Two Places – Syria And Standing Rock,"By Brandon Turbeville As the United States marches forward with its war of terror abroad it is, as predicted by researchers and informed observers many... ",activistpost,fake
271,5 Things You Need to Know About the Dakota Access Pipeline Protests,By Nick Bernabe A small Standing Rock Sioux site in North Dakota called the Sacred Stone Camp has been propelled into the national news narrative following... ,activistpost,fake
272,Americans Preparing for Strong Possibility of Violence on Election Day,"By Vic Bishop With the U.S. presidential elections just around the corner, concerns about violence on Election Day seem to be escalating. Several schools have announced... ",activistpost,fake
273,Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,"By Tony Cartalucci
Myanmar’s defacto leader, Aung San Suu Kyi of the National League for Democracy (NDL) political party, has paved her time since coming to power earlier this year with both irony and hypocrisy. She has not only illegally declared herself “leader” of the Southeast Asian state in contravention of its constitution, she has also embarked on an iron-fisted purge of her political opponents identical to the one she fought against as she struggled to seize power to begin with.
During elections earlier this year, Myanmar’s constitution prevented Suu Kyi from holding the nation’s highest office due to her inordinate amount of time overseas, her status of having been married to a foreign, and her children’s dual citizenship. Instead of adhering to the law, her party once in power, simply contrived an entirely new post for her, State Counsellor of Myanmar, which makes her the “defacto leader” of Myanmar.
Canada’s The Globe and Mail in an article titled, “Stéphane Dion says Aung San Suu Kyi is the ‘de facto’ leader of Myanmar,” would note that Canada’s government recognized this legal side-stepping, stating:
Dion called Suu Kyi, now Myanmar’s foreign minister, “the de facto national leader” of her country “because they have a strange rule that if you have married somebody who’s not of the country, you cannot be the leader of the government and of the state.”
Suu Kyi, the internationally recognized democracy advocate, is barred from becoming president because her late husband was British, as are her two sons. The rule was crafted during Myanmar’s decades of military rule, which Suu Kyi fought against during years of house arrest before finally prevailing last fall.
In essence, she is unelected, and illegally holding power. For a woman who’s Western backers – particularly in the United States and United Kingdom – have held her up as a champion for democracy and the rule of law, she and her party’s first act upon taking power was trampling both. The Inhumane Humanitarian
Another myth built up around Nobel Peace Prize laureate Suu Kyi by the West has been her advocacy for “human rights.” Her advocacy for human rights, however, appears only to extend out to protect only as far as her immediate political allies are concerned. For groups beyond this self-serving political protection, and particularly regarding her political opponents, she and her NDL are just as eager to jail, crush, or kill political opponents as they claimed the ruling military government had been.
In addition to escalating violence targeting the nation’s Rohingya’s population, several activists online have been sent to jail for “insulting” the ruling government and Western-backed media fronts and organizations.
Myanmar’s Eleven Media Group (EMG) in its article, “Facebook offender brought to court for insulting Suu Kyi,” attempted to distance what Suu Kyi and her political supporters had once called draconian censorship as now, a simple matter of enforcing the law. It would state:
A Facebook user named Zaw Zaw (aka Nga Pha) was brought to the North Dagon Township court on October 24 to face prosecution for his defamatory posts about State Counsellor Aung San Suu Kyi.
He has been charged under Section 66(d) of the Telecommunications Law.
“He’s being sued for defamatory writing and photos about the State Counsellor [posted on Facebook],” said plaintiff Nay Myo Kyaw, a 34-year-old resident of North Okkalapa Township.
Around 50 people showed up at the hearing wearing shirts affiliated with a group called the Network of Supporters of the Rule of Law. They shouted: “You deserved it for insulting a good person.”
The article also admits:
The Myawady Township Court sentenced Aung Win Hlaing (aka A Nyar Thar), the first man to be prosecuted under the current government, for defamatory posts on Facebook about President Htin Kyaw, to nine months in jail after he was convicted under Section 66(d) of the Telecommunications Law.
Aung Myint Tun (aka Ko Pho Htaung), a member of the National League for Democracy, is still facing legal action under the same law for the wording of a resignation letter.
Another man named Yar Pyay was arrested and is being prosecuted for creating a fake Facebook account under the name of Nay Myo Wai, the chairman of Peace and Diversity Party.
Hla Phone was also arrested and is being prosecuted for defamatory posts on Facebook about the Commander-in-Chief.
EMG – ironically awarded for its work in opposing the previous military-led government by Reporters without Borders – would also admit that it itself had taken advantage of Myanmar’s laws to silence its own critics, claiming:
Eleven Media Group (EMG) also filed complaints about repeated defamatory posts on Facebook against the group. Though EMG lodged complaints against film director Mike Tee, who is the owner of a Facebook account named Than Tun Zaw, and another Facebook user named Myat Maw for offensive posts about the group and its staff, the legal process has yet to begin. EMG lodged the complaints on January 27 and March 31 this year.
One would expect such a tidal wave of abuse – as defined by the West in regards to media, governance, and censorship around the world – to be met with sweeping condemnation from the West’s various human rights advocacy organizations including Human Rights Watch, Amnesty International, and a no doubt embarrassed Reporters Without Borders – yet the silence is as deafening as it is telling. Taking Over Where Accused Dictators Left Off
The West’s champions of democracy, rule of law, and human rights in Myanmar appears to have simply taken over right where Suu Kyi and her NDL party had claimed the military-led government left off. And despite the overt nature of Suu Kyi’s breaches of Western standards of “democracy” and “human rights,” the US is on track to lift all sanctions from Myanmar as Suu Kyi and her government open the nation, its people, and its resources to exploitation by Western corporations.
The overt nature of both the West’s and Suu Kyi’s hypocrisy illustrates that “democracy,” “rule of law,” and “human rights” are merely facades behind which the West and its proxies wield their power – hiding behind such principles rather than truly upholding them. And in reality, such behavior undermines these principles more than any overt abuse by an openly tyrannical regime ever could – because genuine advocates thus become associated with hypocrites like the Western governments supporting the current regime in Myanmar, their faux-nongovernmental organizations aiding and abetting the regime, and proxies like Suu Kyi and her NDL themselves.
International audiences must keep this example of hypocrisy in mind as the West attempts to overturn other governments in Southeast Asia and beyond under similar pretexts and using similar rhetoric – supporting supposed “pro-democracy” and “pro-human rights” advocates who have every intention of trampling both upon seizing power.
Tony Cartalucci, Bangkok-based geopolitical researcher and writer, especially for the online magazine “New Eastern Outlook” .",activistpost,fake
274,We Live In A Time Where Each Individual Has Immense Power,By Vin Armani You know the state is in trouble when they’re afraid of one man with an Internet connection. The case of Julian Assange... ,activistpost,fake
275,Technocracy: The Real Reason Why The UN Wants Control Over The Internet,"By Patrick Wood By its very nature, the Internet Corporation for Assigned Names and Numbers (ICANN) is a non-profit organization exclusively run by Technocrats. As... ",activistpost,fake
276,Financial Whistleblower Explains What’s About to Happen to the Economy,By Isaac Davis How is the government going to get people to pay their taxes if the government is not viewed as legitimate? ~ Catherine... ,activistpost,fake
277,"Distracted By Election 2016, No One Resisted The Deep State’s Patriot Act 2","By Nathaniel Mauka Congress overwhelmingly voted for the Patriot Act nearly 16 years ago, and our civil liberties have never been the same since. As... ",activistpost,fake
278,How HUD Makes Lousy Programs Look Great,"By John Anthony When federal agencies promote programs, like Affirmatively Furthering Fair Housing, or Common Core they conduct sophisticated and often deceptive marketing campaigns that... ",activistpost,fake
279,On The Fault Lines of Change: Globalization-v-Localization,By Julian Rose Virtually everything that conventional wisdom teaches about ‘economics’ is undergoing changes of an almost seismic nature at this time. Albeit mostly beneath... ,activistpost,fake
280,Blaming Russia For Everything Wrong in the US is Getting Dangerous,By Luke Rudkowski In this video Luke Rudkowski covers more geopolitical moves and how the recent presidential election with Hillary Clinton is making the situation... ,activistpost,fake
281,FBI Reopens Hillary Email Probe: Why Did It Take So Long?,By Jon Rappoport File this one under: “Come on. Really?” The elephant in the room: HOW LONG HAS THE FBI KNOWN that new Hillary emails... ,activistpost,fake
282,Restaurant Chain Tim Hortons Blocks Independent Journalist’s Website on WiFi,By Dan Dicks Tim Hortons Doesn’t Want You To See The Truth. Press For Truth has been banned from Tim Hortons! In this video Dan... ,activistpost,fake
283,"Russia Kicked Off UN Human Rights Council, While Terrorist Saudi Arabia Re-Elected",By Jay Syrmopoulos Russia lost an election to the UN Human Rights Council (UNHRC) for the first time since the council’s inception in 2006 –... ,activistpost,fake
284,Like a “Concentration Camp” Police Mark DAPL Protesters with Numbers and Lock Them in Dog Kennels,"By Claire Bernish On Thursday, police from no less than five states sporting full riot gear and armed with heavy lethal and nonlethal weaponry, pepper... ",activistpost,fake
285,Mark Ruffalo Delivers Mobile Solar Trailers to Standing Rock Camps in Preparation for Harsh Winter,"By Jay Syrmopoulos In a show of kindness and solidarity with the Standing Rock Sioux, actor Mark Ruffalo and Native Renewables founder Wahleah Johns presented... ",activistpost,fake
286,"Cancer, Cancer Everywhere … But Not In The Presidential Suite","By Janet Phelan A recent cancer symposium, with a surgical focus, met in Boston to discuss how surgical oncology is experiencing “an exciting evolution and... ",activistpost,fake
